proveedor,laboratorio,cum,descripcion,precio,iva,principio_activo
CRUZ VERDE,SURGIPLAST LTDA,,ENVOLVEDERA REF N007575 CAJ X 100 NOVOTEX 75X75CM,1244.0,19,
CRUZ VERDE,UNION MEDICAL SAS,,ENVOLVEDERA UM1 POR 500 UDS REF21039 76 X 76,759939.0,0,
CRUZ VERDE,UNION MEDICAL SAS,,ENVOLVEDERA UM2 REF 21217 BOL X 100 115X115CM,3354.0,19,
CRUZ VERDE,UNION MEDICAL SAS,,ENVOLVEDERA UM2 REF PT21070NE PAQ X3ROLX50UND 120X120CM,3472.0,19,
CRUZ VERDE,UNION MEDICAL SAS,,ENVOLVEDERAS PARA ESTERILIZAR UM2 REF PT21216NE BOL X 200 92X92CM UNION MEDICAL,2537.0,19,
CRUZ VERDE,AMAREY NOVA MEDICAL SA,,ENVYLIZ 600MG/300ML(2MG/ML) SOL INY BOL X 300ML,77367.0,0,LINEZOLID
CRUZ VERDE,TECNOQUIMICAS SA,,ENZALUTAMIDA 40MG CAP BLAND INST CAJ X 120 MK,23611.0,0,ENZALUTAMIDA
CRUZ VERDE,BIOTOSCANA FARMA SA BIOTOSCANA SA,,ENZASTAR 500MG POLV INY INST CAJ X 1VIAL,181420.0,0,PEMETREXED
CRUZ VERDE,EUGIA PHARMA COLOMBIA SAS,,ENZASTIK 40MG CAP BLAND CAJ X 120,39367.0,0,ENZALUTAMIDA
CRUZ VERDE,QUIRUMEDICAS LTDA,,ENZIGER GAR X 3750ML,239535.0,19,
CRUZ VERDE,LABORATORIOS ARMOFAR LTDA,,ENZIMAR 10MG TAB INST CAJ X 30,168.0,0,METOCLOPRAMIDA
CRUZ VERDE,LABORATORIOS ARMOFAR LTDA,,ENZIMAR PEDIATRICO 4MG/ML(0.4%) SOL ORAL FCO X 30ML,5352.0,0,METOCLOPRAMIDA
CRUZ VERDE,BIOCHEM FARMACEUTICA DE COLOMBIA LTDA,19946881-04,ENZYMED (5+400+60)MG TAB REC INST CAJ X 100,1282.0,0,BROMOPRIDA+PANCREATINA (AMILASA+LIPASA+PROTEASA)+SIMETICONA (DIMETILPOLISILOXANO)
CRUZ VERDE,BIOCHEM FARMACEUTICA DE COLOMBIA LTDA,19946881-01,ENZYMED (5+400+60)MG TAB REC INST FCO X 20,1364.0,0,BROMOPRIDA+PANCREATINA (AMILASA+LIPASA+PROTEASA)+SIMETICONA (DIMETILPOLISILOXANO)
CRUZ VERDE,VITAMINAS AG SAS,,EPA OMEGA 3 (FISH OIL) 1000MG CAP BLAND FCO X 100 GOOD NATURAL,747.0,19,
CRUZ VERDE,DIABETRICS HEALTHCARE S A S,,EPACOR 840MG(375+465)MG CAP LIB RET INST CAJ X 30,1976.0,0,ACIDOS OMEGA 3 (DHA+EPA)
CRUZ VERDE,ASPEN COLOMBIANA SAS,30051-05,EPAMIN 100MG CAP INST FCO X 50,473.0,0,FENITOINA
CRUZ VERDE,ASPEN COLOMBIANA SAS,20040082-06,EPAMIN 125MG/5ML(2.5%) SUSP ORAL INST FCO X 240ML,36409.0,0,FENITOINA
CRUZ VERDE,ASPEN COLOMBIANA SAS,24335-01,EPAMIN 250MG/5ML(50MG/ML) SOL INY INST CAJ X 10AMP X 5ML,14046.0,0,FENITOINA
CRUZ VERDE,ASPEN COLOMBIANA SAS,20075633-01,EPAMIN XR 100MG CAP LIB PROL INST FCO X 100,358.0,0,FENITOINA
CRUZ VERDE,PROCAPS SA,,EPAPURE 1000MG CAP BLAND INST CAJ X 120,3047.0,0,ICOSAPENTANOATO
CRUZ VERDE,PROCAPS SA,20179173-01,EPAPURE 1000MG CAP BLAND INST CAJ X 60,3070.0,0,ICOSAPENTANOATO
CRUZ VERDE,DIABETRICS HEALTHCARE S A S,,EPAX 720MG(330+390)MG CAP LIB RET INST CAJ X 50,896.0,0,ACIDOS OMEGA 3 (DHA+EPA)
CRUZ VERDE,DIABETRICS HEALTHCARE S A S,19997632-15,EPAX EC 720MG(330+390)MG CAP LIB RET CAJ X 30,2417.0,0,ACIDOS OMEGA 3 (DHA+EPA)
CRUZ VERDE,GILEAD SCIENCES COLOMBIA SAS,20126648-01,EPCLUSA (400+100)MG TAB REC INST FCO X 28,756083.0,0,SOFOSBUVIR+VELPATASVIR
CRUZ VERDE,MSN LABS AMERICAS SAS,20093160-03,EPIBALIN 150MG CAP INST CAJ X 30,290.0,0,PREGABALINA
CRUZ VERDE,MSN LABS AMERICAS SAS,20093157-03,EPIBALIN 300MG CAP INST CAJ X 30,425.0,0,PREGABALINA
CRUZ VERDE,MSN LABS AMERICAS SAS,,EPIBALIN 75MG CAP INST CAJ X 30,114.0,0,PREGABALINA
CRUZ VERDE,LABORATORIOS BEST SA,,EPICORT 1% SOL TOP FCO X 30ML,14729.0,0,CLOTRIMAZOL
CRUZ VERDE,GALDERMA DE COLOMBIA SA GALDERMA SA,,EPIDUO (0.1+2.5)% GEL TOP TUB X 30GR,158135.0,0,ADAPALENO+BENZOILO PEROXIDO
CRUZ VERDE,GALDERMA DE COLOMBIA SA GALDERMA SA,20001247-07,EPIDUO (0.1+2.5)% GEL TOP INST FCO X 30GR,88323.0,0,ADAPALENO+BENZOILO PEROXIDO
CRUZ VERDE,GALDERMA DE COLOMBIA SA GALDERMA SA,20094014-02,EPIDUO FORTE (0.3+2.5)% GEL TOP INST FCO X 30GR,88883.0,0,ADAPALENO+BENZOILO PEROXIDO
CRUZ VERDE,ALTADIS FARMACEUTICA SAS,,EPILFARMO 30MG TAB REC CAJ X 30,540.0,0,MIRTAZAPINA
CRUZ VERDE,DISTRIBUIDORA SICMAFARMA SAS,,EPINEFRINA 1MG/ML SOL INY CAJ X 100 SICMAFARMA,904.0,0,ADRENALINA (EPINEFRINA)
CRUZ VERDE,MEDICAR SUPPLY SAS,,EPINEFRINA 1MG/ML SOL INY CAJ X 2 AUTOINYECTOR X 0.15ML,5120994.0,0,ADRENALINA (EPINEFRINA)
CRUZ VERDE,GLOBAL SERVICE PHARMACEUTICAL SAS,,EPIPEN AUTOINYECTABLE 0.3MG/0.3ML(1MG/ML) SOL INY CAJ X 2,2211471.0,0,ADRENALINA (EPINEFRINA)
CRUZ VERDE,GLOBAL SERVICE PHARMACEUTICAL SAS,,EPIPEN JR 0.15MG/0.3ML(0.5MG/ML) SOL INY CAJ X 1JER PREL X 0.3ML,3012262.0,0,ADRENALINA (EPINEFRINA)
CRUZ VERDE,ESSENTIAL PHARMA SAS,20022626-01,EPIPROT 75MCG POLV INY VIAL X 1,2009106.0,0,FACTOR DE CRECIMIENTO EPIDERMICO HUMANO
CRUZ VERDE,BLAU FARMACEUTICA COLOMBIA SAS,20063700-01,EPIRUBICINA 50MG POLV INY VIAL X 1,138344.0,0,EPIRUBICINA
CRUZ VERDE,FRESENIUS KABI COLOMBIA SAS,19973149-02,EPIRUBICINA 50MG/25ML(2MG/ML) SOL INY CAJ X 1VIAL FRESENIUS,167756.0,0,EPIRUBICINA
CRUZ VERDE,MSN LABS AMERICAS SAS,20139404-02,EPNONE 25MG TAB REC INST CAJ X 30,1719.0,0,EPLERENONA
CRUZ VERDE,MSN LABS AMERICAS SAS,20139405-02,EPNONE 50MG TAB REC INST CAJ X 30,1737.0,0,EPLERENONA
CRUZ VERDE,BIOSIDUS SAS,55554-05,EPOYET 2000UI POLV INY VIAL X 2ML,11636.0,0,ERITROPOYETINA HUMANA RECOMBINANTE
CRUZ VERDE,BIOSIDUS SAS,,EPOYET 2000UI POLV INY CAJ X 25VIAL,7048.0,0,ERITROPOYETINA HUMANA RECOMBINANTE
CRUZ VERDE,BIOSIDUS SAS,55553-08,EPOYET 4000UI/ML SOL INY INST CAJ X 25 VIALES+DILUYENTE,10923.0,0,ERITROPOYETINA HUMANA RECOMBINANTE
CRUZ VERDE,TECNOQUIMICAS SA,20096050-01,EPTAVIS 3GR GRAN SOL ORAL INST CAJ X 6SOB X 3GR,9263.0,0,BIFIDOBACTERIAS+ENTEROCOCCUS FAECIUM+LACTOBACILLUS ACIDOPHILUS+LACTOBACILLUS DELBRUECKII SUBSPECIES BULGARICUS+LACTOBACILLUS PARACASEI+LACTOBACILLUS PLANTARUM+STREPTOCOCCUS SALIVARIUS
CRUZ VERDE,TECNOQUIMICAS SA,20096303-01,EPTAVIS NINOS 1GR GRAN SOL ORAL INST CAJ X 6SOB,5192.0,0,BIFIDOBACTERIAS+ENTEROCOCCUS FAECIUM+LACTOBACILLUS ACIDOPHILUS+LACTOBACILLUS DELBRUECKII SUBSPECIES BULGARICUS+LACTOBACILLUS PARACASEI+LACTOBACILLUS PLANTARUM+STREPTOCOCCUS SALIVARIUS
CRUZ VERDE,LM INSTRUMENTS SA,,EQ D/ADMIN EPIDUR MICROBORE REF AP402 CAJ X 30 SAPPHIRE,37683.0,19,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQ EXTENSION CAT MICROCALIBRE REF 7N8371 CAJ X 200,13412.0,0,
CRUZ VERDE,ICU MEDICAL COLOMBIA LIMITADA,,EQ PLUM NUTRI ENTERAL PRIMARIO REF 14258 TAPA ROSCA CAJ X 50 HOSPIRA,38594.0,0,
CRUZ VERDE,SANOFI AVENTIS DE COLOMBIA SA,41589-01,EQUILID 200MG TAB INST CAJ X 20,2238.0,0,SULPIRIDA
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO ADMIN MEDIC FOTOSENSIB REF AMC9607C SOB X 1 BAXTER,35826.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO ADMIN SOLUCION C/BOMBA REF MRC1012P SOB X 1 BAXTER 20GOTAS,20152.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO ADMINISTRAC NUTRICIONES REF 773662 CAJ X 30 KANGAROO 1000ML,40304.0,0,
CRUZ VERDE,LABORATORIOS GOTHAPLAST LTDA,,EQUIPO ADMINISTRACION SANGRE SIN AGUJA REF TRANSFU VEN PAQ X 50 GOTHAPLAST,2902.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO ADMINISTRACION SOLUCION REF AMC9606 SOB X 1 BAXTER,34972.0,0,
CRUZ VERDE,TERUMO BCT COLOMBIA SA,,EQUIPO ADMON DE PLAQUETAS REF TH U800B CAJ X 50SOB TERUMO,13376.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO ADMON SANGRE BOMBA REF AMC9609 CAJ X 50SOB BAXTER,43692.0,0,
CRUZ VERDE,BECTON DICKINSON DE COLOMBIA LTDA,,EQUIPO ALADO VACUTAINER REF 367284 CAJ X 50 BD 23G X 3/4 7 PULG LARGO,1909.0,19,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO ALIMENTACION ENTERAL REF 775100 BOL X 1 KANGAROO,29500.0,0,
CRUZ VERDE,BECTON DICKINSON DE COLOMBIA LTDA,,EQUIPO ANESTESIA EPIDURAL REF 405066 CAJ X 10 BD PERIFASE I 18G X 3 1/2PULG,54068.0,0,
CRUZ VERDE,ICU MEDICAL COLOMBIA LIMITADA,,EQUIPO BOLSA PLUM NUT ENTERAL REF 14260 CAJ X 25 HOSPIRA 1000ML,44792.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO BOMBA ADAPTAD JERINGA REF AMC9626 CAJ X 50,42552.0,0,
CRUZ VERDE,B BRAUN MEDICAL SA,,EQUIPO BOMBA INFUSION NEUTRAPU REF 8700110SP BOL X 1 INFUSOMAT,48586.0,0,
CRUZ VERDE,LABORATORIOS GOTHAPLAST LTDA,,EQUIPO BURETA REF 0908708 PAQ X 25BOL GOTHAPLAST,3128.0,0,
CRUZ VERDE,PHARMEUROPEA DE COLOMBIA,,EQUIPO BURETA REF NAA9F-LF SOB X 1 NUBENCO 150ML,5023.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO BURETROL 150 ML REF ARC REF ARC7503 SOB X 1 BAXTER 150 ML,111.0,0,
CRUZ VERDE,ETERNA SA,,EQUIPO BURETROL CAJ X 25 PRECISION CARE 150ML,3894.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO DE IRRIGACION DE TIPO Y REF VMC4005 CAJ X 25 BAXTER,25526.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO DE IRRIGACION DE UNA SOLA SONDA REF E5MC4002 CAJ X 50,17801.0,0,
CRUZ VERDE,ICU MEDICAL COLOMBIA LIMITADA,,EQUIPO DE SANGRE BIFURCADO REF 14212 CAJ X 48 PLUM LIFESHIELD 279CM X 49ML,31139.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO DRENAJE URINARIO ADULTO REF MRD2926 SOB X 1 CYSTOFLO BAXTER 2000ML,504.0,19,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO DRENAJE URINARIO PEDIAT REF MRD2923 SOB X 1 CYSTOFLO BAXTER 500ML,233.0,19,
CRUZ VERDE,LABORATORIOS GOTHAPLAST LTDA,,EQUIPO EN Y IRRIGACION REF 2226303 PAQ X 25 GOTHAPLAST TRANSPARENTE,15814.0,19,
CRUZ VERDE,LABORATORIOS GOTHAPLAST LTDA,,EQUIPO EN Y PARA IRRIGACION REF 2226303 GOTHAPLAST,15815.0,19,
CRUZ VERDE,LABORATORIOS GOTHAPLAST LTDA,,EQUIPO EXT ANESTESIA REF 504105 CAJ X 25BOL GOTHAPLAST,1382.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO EXTENSION CAT CALIBRE REF 7N8300 CAJ X 200,7815.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO EXTENSION CAT CALIBRE REF 7N8377 CAJ X 200,13428.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO EXTENSION MONITOREO REF ARC0050P SOB X 1 BAXTER,3863.0,0,
CRUZ VERDE,ETERNA SA,,EQUIPO INFUSION MACROGOTEO S/V CAJ X 30SOB PRECISION CARE 10GOT,1043.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO MACRO PLEXITRON S/AGUJA REF MRC0001MP CAJ X 120SOB BAXTER,2569.0,0,
CRUZ VERDE,LABORATORIOS GOTHAPLAST LTDA,,EQUIPO MACROGOTEO SIN AGUJA REF 100100 PAQ X 100SOB GOTHAPLAST 10GOTAS/CC,1382.0,0,
CRUZ VERDE,LABORATORIOS GOTHAPLAST LTDA,,EQUIPO MICROGOTEO SIN AGUJA REF 201000 PAQ X 100 SOB GOTHAPLAST,1507.0,0,
CRUZ VERDE,ABBOTT LABORATORIES DE COLOMBIA SAS,,EQUIPO NUTRICION ENTERAL FREEGO INST BOL X 1,21035.0,0,
CRUZ VERDE,MEDITEC SA,,EQUIPO PERICRANEAL REF PERI21 SOB X 1 MEDEX 21FR,542.0,0,
CRUZ VERDE,MEDITEC SA,,EQUIPO PERICRANEAL REF PERI25 SOB X 1 MEDEX N. 25,542.0,0,
CRUZ VERDE,VYGON COLOMBIA SA,,EQUIPO PERICRANEAL SOB X 1 VYGON 23G,477.0,0,
CRUZ VERDE,GLS HEALTH BIOTECHNOLOGY SA,,EQUIPO REGULADOR DE INFUSION BOL X 1 EZ REGULAR,22220.0,0,
CRUZ VERDE,PHARMEUROPEA DE COLOMBIA,,EQUIPO TRANSFUSION SANGRE REF N-AAWB-LF BOL X 1 NUBENCO 20 GOTAS/ML TRANSPARENTE,3674.0,0,
CRUZ VERDE,PHARMEUROPEA DE COLOMBIA,,EQUIPO TRANSFUSION SANGUINEA REF N-AACB-LF BOL X 1 NUBENCO 20GOTAS/ML,3222.0,0,
CRUZ VERDE,LABORATORIOS BAXTER SA,,EQUIPO VENOCLISIS EN Y REF MRC0005P SOB X 1 BAXTER,45.0,0,
CRUZ VERDE,B BRAUN MEDICAL SA,,EQUIPOBOMBA INFUSION NEUTRAPUR REF 8250731SP BOL X 1 INFUSOMAT SPACE LINE,62303.0,0,
CRUZ VERDE,DR REDDY S LABORATORIES SAS,,ERANFU 250MG/5ML(50MG/ML) SOL INY INST CAJ X 2JER PRELL X 5ML,274070.0,0,FULVESTRANT
CRUZ VERDE,LABORATORIO INTERNACIONAL DE COLOMBIA SA LABINCO SA,,ERASSIN 100MG TAB REC CAJ X 2,8459.0,0,SILDENAFILO
CRUZ VERDE,LABORATORIO INTERNACIONAL DE COLOMBIA SA LABINCO SA,,ERASSIN 50MG TAB CAJ X 2,8591.0,0,SILDENAFILO
CRUZ VERDE,MERCK SA,,ERBITUX 100MG/20ML(5MG/ML) SOL INY INST AMP X 20ML,622643.0,0,CETUXIMAB
CRUZ VERDE,LABORATORIO INTERNACIONAL DE COLOMBIA SA LABINCO SA,,ERGOTOP 4.5MG TAB INST CAJ X 10 LABINCO,1051.0,0,DIHIDROERGOTOXINA
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,,ERICOX 120MG TAB REC INST CAJ X 7,4230.0,0,ETORICOXIB
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,20085859-03,ERICOX 30MG TAB REC INST CAJ X 10,2154.0,0,ETORICOXIB
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,20059807-02,ERICOX 60MG TAB REC INST CAJ X 14,1980.0,0,ETORICOXIB
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,20060069-02,ERICOX 90MG TAB REC INST CAJ X 14,3381.0,0,ETORICOXIB
CRUZ VERDE,FAGRON COLOMBIA SAS,,ERIT+ZINC+AC SALIC+ESPIRON (4+1.2+4+1)% LOC TOP FCO X 60ML PREP MAG ORBUS,142140.0,0,ERITROMICINA+ESPIRONOLACTONA+SALICILICO ACIDO+ZINC ACETATO
CRUZ VERDE,FAGRON COLOMBIA SAS,,ERITROM+SALICIL ACIDO PREP MAG (4+5)% LOC TOP FCO X 60ML ORBUS,124206.0,0,ERITROMICINA+SALICILICO ACIDO
CRUZ VERDE,BLAU FARMACEUTICA COLOMBIA SAS,19960160-12,ERITROMAX 4000UI/ML SOL INY CAJ X 25FCO,8605.0,0,ERITROPOYETINA HUMANA RECOMBINANTE
CRUZ VERDE,FAGRON COLOMBIA SAS,,ERITROMIC+METRONIDAZ PREP MAG (0.02+0.0075)GR(2+0.75)% GEL TOP TUB X 30GR FAGRON,121176.0,0,ERITROMICINA+METRONIDAZOL
CRUZ VERDE,GENFAR SA,,ERITROMICINA 250MG/5ML(5%) SUSP ORAL INST FCO X 60ML GENFAR,3552.0,0,ERITROMICINA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ERITROMICINA 4% LOC TOP FCO X 60ML PREP MAG ORBUS,132567.0,0,ERITROMICINA
CRUZ VERDE,ANGLOPHARMA SA,20011733-02,ERITROMICINA 500MG TAB INST CAJ X 50 ANGLOPHARMA,509.0,0,ERITROMICINA
CRUZ VERDE,GENFAR SA,20099136-07,ERITROMICINA 500MG TAB REC INST CAJ X 50 GENFAR,533.0,0,ERITROMICINA
CRUZ VERDE,TECNOQUIMICAS SA,19956045-06,ERITROMICINA 500MG TAB REC INST CAJ X 50 MK,1051.0,0,ERITROMICINA
CRUZ VERDE,FAGRON COLOMBIA SAS,,ERITROMICINA+AC RET+HIDROCORT (4+1+0.25)% LOC TOP FCO X 30ML PREP MAG ORBUS,138989.0,0,ERITROMICINA+HIDROCORTISONA+TRETINOINA (RETINOICO ACIDO)
CRUZ VERDE,MEGALABS COLOMBIA SAS,20005999-14,ERITROPOYETINA 2000UI/ML SOL INY INST CAJ X 100 JER PRELL X 1ML ICLOS,8597.0,0,ERITROPOYETINA HUMANA RECOMBINANTE (EPOETINA ALFA)
CRUZ VERDE,MEGALABS COLOMBIA SAS,20002042-14,ERITROPOYETINA 4000UI/ML SOL INY INST CAJ X 100 JER PRELL X 1ML ICLOS,14360.0,0,ERITROPOYETINA HUMANA RECOMBINANTE (EPOETINA ALFA)
CRUZ VERDE,LABORATORIOS DELTA SAS,,ERITROPOYETINA HUMANA RECOM 2000UI/ML SOL INY CAJ X 10 DELTA,5945.0,0,ERITROPOYETINA HUMANA RECOMBINANTE (EPOETINA ALFA)
CRUZ VERDE,LABORATORIOS DELTA SAS,19968466-02,ERITROPOYETINA HUMANA RECOMBI 4000UI/ML SOL INY INST CAJ X 10VIAL X 1ML DELTA,9844.0,0,ERITROPOYETINA HUMANA RECOMBINANTE (EPOETINA ALFA)
CRUZ VERDE,AXON PHARMA SAS,,ERIVEDGE 150MG CAP FCO X 28,683355.0,0,VISMODEGIB
CRUZ VERDE,AXON PHARMA SAS,20048393-01,ERIVEDGE 150MG CAP INST FCO X 28,662854.0,0,VISMODEGIB
CRUZ VERDE,JANSSEN CILAG SA,,ERLEADA 60MG TAB REC INST FCO X 120,62785.0,0,APALUTAMIDA
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,19973411-01,EROXIM 100MG TAB REC CAJ X 1,20400.0,0,SILDENAFILO
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,19937070-07,EROXIM 50MG TAB MAST CAJ X 2,12264.0,0,SILDENAFILO
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,19904833-10,EROXIM 50MG TAB REC CAJ X 2,12216.0,0,SILDENAFILO
CRUZ VERDE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,19904833-11,EROXIM 50MG TAB REC CAJ X 4,9991.0,0,SILDENAFILO
CRUZ VERDE,BELLA PIEL LTDA,,ERROR COD.539750 BALSAMO REPARADOR CICAPLAST TUB X 40ML BAUME B5,37008.0,19,
CRUZ VERDE,EUGIA PHARMA COLOMBIA SAS,20117466-01,ERTAGRAM 1GR POLV INY CAJ X 1VIAL,73739.0,0,ERTAPENEM
CRUZ VERDE,NORSTRAY NUART SAS,20086217-02,ERTAPENEM 1GR POLV INY CAJ X 10VIAL,64622.0,0,ERTAPENEM
CRUZ VERDE,INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS,,ERWINIA ASPARAGINASA 10000UI POLV INY CAJ X 1VIAL,6361765.0,0,ASPARAGINASA ERWINIANA
CRUZ VERDE,ISDIN COLOMBIA SAS,,ERYFOTONA AK-NMSC FLUID FCO X 50ML FPS99,110810.0,19,
CRUZ VERDE,LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,,ESBELTERES NFI CAP NATURAL FRESHLY FCO X 50,1008.0,0,
CRUZ VERDE,AMAREY NOVA MEDICAL SA,,ESBRIET 267MG TAB REC FCO X 90,31581.0,0,PIRFENIDONA
CRUZ VERDE,AMAREY NOVA MEDICAL SA,,ESBRIET 801MG TAB REC FCO X 90,93795.0,0,PIRFENIDONA
CRUZ VERDE,NOVAMED SA,,ESCILOM 10MG TAB REC CAJ X 28,3130.0,0,ESCITALOPRAM
CRUZ VERDE,NOVAMED SA,,ESCILOM 20MG TAB REC CAJ X 14,7253.0,0,ESCITALOPRAM
CRUZ VERDE,TECNOQUIMICAS SA,,ESCITALOPRAM 10MG TAB CAJ X 30 MK,2529.0,0,ESCITALOPRAM
CRUZ VERDE,GENFAR SA,,ESCITALOPRAM 10MG TAB REC INST CAJ X 28 GENFAR,148.0,0,ESCITALOPRAM
CRUZ VERDE,CLINICOS Y HOSPITALARIOS DE COLOMBIA SA,20149586-01,ESCITALOPRAM 10MG TAB REC INST CAJ X 30,173.0,0,ESCITALOPRAM
CRUZ VERDE,EUROFARMA COLOMBIA SAS,20084162-03,ESCITALOPRAM 10MG TAB REC INST CAJ X 30 MOMENTA,168.0,0,ESCITALOPRAM
CRUZ VERDE,CLINICOS Y HOSPITALARIOS DE COLOMBIA SA,20149582-01,ESCITALOPRAM 20MG TAB REC INST CAJ X 30,323.0,0,ESCITALOPRAM
CRUZ VERDE,TECNOQUIMICAS SA,20149582-01,ESCITALOPRAM 20MG TAB REC INST CAJ X 30,1634.0,0,ESCITALOPRAM
CRUZ VERDE,GENFAR SA,,ESCITALOPRAM 20MG TAB REC INST CAJ X 30 GENFAR,298.0,0,ESCITALOPRAM
CRUZ VERDE,EUROFARMA COLOMBIA SAS,20084161-03,ESCITALOPRAM 20MG TAB REC INST CAJ X 30 MOMENTA,250.0,0,ESCITALOPRAM
CRUZ VERDE,EUROPEAN PHARMA SOLUTIONS SAS,,ESCITAVITAE 10MG TAB REC CAJ X 28,3465.0,0,ESCITALOPRAM
CRUZ VERDE,EUROPEAN PHARMA SOLUTIONS SAS,,ESCITAVITAE 20MG TAB REC CAJ X 28,4491.0,0,ESCITALOPRAM
CRUZ VERDE,SEVEN PHARMA COLOMBIA S A S,,ESCITROLAM 10MG TAB REC INST CAJ X 30,153.0,0,ESCITALOPRAM
CRUZ VERDE,SEVEN PHARMA COLOMBIA S A S,20088762-01,ESCITROLAM 20MG TAB REC INST CAJ X 30,204.0,0,ESCITALOPRAM
CRUZ VERDE,LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,,ESENCIA FLORAL BON RELAX FCO X 25ML NATURAL FRESHLY,16471.0,0,
CRUZ VERDE,LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,,ESENCIA FLORAL BON RESCATE FCO X 25ML NATURAL FRESHLY,16471.0,0,
CRUZ VERDE,LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,,ESENCIA FLORAL BON SLEEP FCO X 25ML NATURAL FRESHLY,16471.0,0,
CRUZ VERDE,LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,,ESENCIA FLORAL ESTRESS OUT FCO X 25ML NATURAL FRESHLY,16471.0,0,
CRUZ VERDE,ADIUM SAS,,ESGRINIL 267MG CAP INST CAJ X 270,31581.0,0,PIRFENIDONA
CRUZ VERDE,ADIUM SAS,,ESGRINIL 801MG TAB REC INST CAJ X 90,94742.0,0,PIRFENIDONA
CRUZ VERDE,MERCK SHARP DOHME COLOMBIA SAS,1983938-01,ESMERON 50MG/5ML(10MG/ML) SOL INY CAJ X 10VIAL X 5ML,18936.0,0,ROCURONIO BROMURO
CRUZ VERDE,GEDEON RICHTER COLOMBIA S A S,20074631-06,ESMYA 5MG TAB INST CAJ X 28,16797.0,0,ULIPRISTAL ACETATO
CRUZ VERDE,ADEXA PHARMA SAS,,ESODEX 40MG CAP LIB RET CAJ X 28,2395.0,0,ESOMEPRAZOL
CRUZ VERDE,MEGALABS COLOMBIA SAS,,ESOMAX 10MG CAP LIB RET INST CAJ X 28,958.0,0,ESOMEPRAZOL
CRUZ VERDE,NOVAMED SA,,ESOMED 10MG/SOB GRAN LIB PROL INST CAJ X 28SOB NARANJA,2911.0,0,ESOMEPRAZOL
CRUZ VERDE,NOVAMED SA,,ESOMED 20MG CAP LIB RET CAJ X 14,8826.0,0,ESOMEPRAZOL
CRUZ VERDE,NOVAMED SA,,ESOMED 20MG CAP LIB RET CAJ X 28,5450.0,0,ESOMEPRAZOL
CRUZ VERDE,NOVAMED SA,,ESOMED 40MG CAP LIB RET CAJ X 14,10060.0,0,ESOMEPRAZOL
CRUZ VERDE,NOVAMED SA,,ESOMED 40MG CAP LIB RET CAJ X 28,6005.0,0,ESOMEPRAZOL
CRUZ VERDE,NOVAMED SA,,ESOMED 5MG/SOB GRAN LIB RET INST CAJ X 28SOB X 2.55GR,1485.0,0,ESOMEPRAZOL
CRUZ VERDE,LABORATORIOS LEGRAND SA,,ESOMEPRAZOL 20MG CAP LIB RET INST CAJ X 100 LEGRAND,70.0,0,ESOMEPRAZOL
CRUZ VERDE,NOVAMED SA,,ESOMEPRAZOL 20MG CAP LIB RET INST CAJ X 560 NOVAMED,215.0,0,ESOMEPRAZOL
